id;at;content;opinion;post_id;account_id
677;1998-07-09T02:05:38.596205;Nature member important nearly.;OPPOSED;25;88
678;2003-03-02T23:36:05.847376;Pattern sea her prove employee network wind.;NEUTRAL;46;49
679;1987-01-18T15:38:35.475132;Trouble produce road stock tree war audience strong.;OPPOSED;27;22
680;1998-12-26T04:27:07.213919;Oil man international left billion.;OPPOSED;3;7
681;2009-12-04T10:54:56.461919;Increase life we itself lose less.;OPPOSED;80;47
682;2019-11-04T03:08:40.600850;With concern member according two.;DEFAULT;42;24
683;2012-02-19T18:21:16.730427;Official change figure perhaps past company full pick.;DEFAULT;21;18
684;2007-12-12T13:19:43.225956;Wait recognize buy itself other black.;OPPOSED;3;66
685;2017-10-23T20:42:21.343973;Right scene large born dark blood.;SUPPORT;5;10
686;1972-03-15T19:03:48.694079;Consider yourself although.;NEUTRAL;84;33
687;2006-10-09T17:04:21.023820;How others admit least local.;OPPOSED;44;50
688;2018-01-27T06:51:55.754843;Share future citizen view.;SUPPORT;60;76
689;1994-12-11T04:41:50.508057;Middle sell manage movie once notice believe.;DEFAULT;65;95
690;2002-05-21T09:44:46.799804;Join sign run rock table civil.;DEFAULT;95;20
691;1995-07-12T13:56:35.674837;Foreign page happy write return hundred.;DEFAULT;36;86
692;1996-04-19T19:42:01.304786;Begin daughter career class.;NEUTRAL;89;30
693;2020-06-02T06:24:58.630042;Watch as project probably American leader career.;NEUTRAL;97;13
694;1973-12-31T02:38:59.601586;Send country left.;DEFAULT;30;80
695;2003-06-08T05:10:18.545599;Ten nearly social here.;NEUTRAL;26;43
696;2015-08-22T18:07:07.478729;Benefit fire cost arrive contain.;DEFAULT;79;73
697;1982-04-14T05:07:55.164211;Current sign else lay.;DEFAULT;50;19
698;1972-08-19T19:27:09.386583;Throughout everyone treatment behind already lay response.;OPPOSED;13;4
699;1998-06-15T21:06:59.789509;Red manager artist Mr note.;NEUTRAL;95;29
700;1988-11-06T19:52:57.920944;Catch energy lose pull on pull finally.;OPPOSED;62;18
701;2009-08-04T16:48:53.768491;Character commercial cause total course computer.;NEUTRAL;3;16
702;2009-01-05T21:16:11.586394;Especially give prove development.;DEFAULT;19;46
703;2007-09-10T10:07:56.662864;Reveal of understand serious glass their order.;NEUTRAL;46;80
704;2025-07-12T00:16:12.454153;Idea ready store explain can speak.;OPPOSED;43;42
705;2016-02-08T09:34:17.609323;People have assume population election TV.;NEUTRAL;28;29
706;1997-04-21T21:58:14.347143;People expert develop animal indicate.;OPPOSED;15;73
707;2021-06-20T01:27:20.427554;Then office look low himself.;OPPOSED;65;60
708;2019-02-09T20:57:35.058339;Commercial space low.;SUPPORT;2;66
709;2022-06-16T15:57:45.003906;These across piece.;NEUTRAL;69;49
710;2013-09-30T13:40:56.938510;More until key drive whole fact.;DEFAULT;72;93
711;2011-05-01T17:48:39.349270;Already house contain.;NEUTRAL;74;82
712;2022-12-11T06:56:06.851548;Physical deal size act range.;SUPPORT;44;33
713;2011-09-23T11:01:17.288799;Amount general performance them many rate rest.;DEFAULT;76;1
714;2002-07-12T04:11:43.138902;Level parent its couple north quite from.;NEUTRAL;29;3
715;1986-04-27T12:27:23.943574;Cut agreement try party thing author rich.;OPPOSED;47;92
716;2007-12-17T06:52:05.509362;Card condition tree picture many upon interest your.;OPPOSED;31;79
717;1993-02-11T03:22:44.692263;Shoulder name season end provide.;OPPOSED;84;74
718;1970-11-25T03:01:35.814357;Walk issue let.;NEUTRAL;67;13
719;2015-10-15T18:32:00.330783;Evidence wide true ok.;DEFAULT;84;70
720;2012-12-30T09:25:23.654408;Imagine door carry baby teacher decide power get.;DEFAULT;97;72
721;2015-07-16T13:26:48.523230;Hair fish trial edge let.;DEFAULT;68;83
722;1977-04-24T20:57:56.327391;Bank decision participant attention close almost letter.;OPPOSED;63;77
723;1977-07-20T23:52:50.922510;Decide accept throughout foreign dinner blue.;DEFAULT;36;6
724;2018-04-07T22:35:10.795454;Degree movie could quickly.;DEFAULT;40;29
725;1996-01-28T20:22:49.229373;Within black education three cup.;OPPOSED;82;27
726;2015-05-04T22:51:25.377746;Rule similar identify.;OPPOSED;21;75
727;1993-09-27T02:02:24.753633;Crime child outside report policy.;NEUTRAL;2;81
728;1999-06-01T20:47:32.652623;Our television animal firm final structure.;NEUTRAL;13;38
729;2012-12-28T23:38:06.068610;Stop should glass off budget.;NEUTRAL;18;48
730;1988-09-05T13:48:36.856051;Drop low land statement someone he.;DEFAULT;19;47
731;1989-10-02T00:58:38.788908;Single year whose small former activity.;NEUTRAL;21;62
732;2020-06-08T01:47:45.516228;Cover record example benefit.;SUPPORT;38;89
733;1980-02-02T01:04:20.694136;Show majority building quite start contain court.;DEFAULT;60;9
734;2020-11-05T23:08:58.774254;Artist here there mouth weight different thank.;NEUTRAL;59;69
735;1996-01-09T00:33:22.316084;Must write group cold century.;SUPPORT;67;91
736;2015-11-25T01:05:08.391114;There have discussion measure.;OPPOSED;31;38
737;1996-10-15T15:42:58.945420;Mrs I partner tax wind cause situation road.;DEFAULT;4;12
738;2011-04-28T20:00:21.701172;Above son now feeling skill how join.;DEFAULT;85;27
739;1970-08-06T11:24:44.505044;Southern want heavy good fall.;OPPOSED;23;93
740;2004-01-30T14:17:15.121924;Large avoid building study record.;SUPPORT;100;70
741;1996-02-17T21:13:39.737560;Ahead analysis environmental market kid.;OPPOSED;79;25
742;2016-05-22T18:39:13.337431;Time them interesting.;OPPOSED;61;80
743;1989-03-13T15:41:28.299585;These blood order sign.;DEFAULT;70;35
744;1970-11-24T08:10:19.128291;Kind manager debate line form guy his.;DEFAULT;34;82
745;2016-04-20T17:14:44.305905;Call usually tend next.;NEUTRAL;21;98
746;2011-10-10T12:04:45.343873;About keep our.;NEUTRAL;22;88
747;1993-05-21T10:54:17.427943;Car center mother result later.;DEFAULT;5;27
748;1997-12-27T02:42:32.246458;Bed support whether.;SUPPORT;7;77
749;1980-04-21T12:59:53.355100;Democratic near opportunity manager country.;DEFAULT;75;61
750;1991-11-06T06:58:15.971758;Tonight central blue white long green people.;SUPPORT;32;74
751;2015-01-18T15:32:17.502412;Evening wonder and north skill should.;SUPPORT;57;37
752;1982-11-23T11:12:59.220161;While but hand carry.;NEUTRAL;34;37
753;2002-04-16T02:33:22.207236;Pass pass worry benefit.;DEFAULT;87;32
754;1975-01-31T12:35:46.571282;Where region prepare financial speech.;NEUTRAL;65;16
755;1986-08-13T21:45:00.410040;Everyone staff how night painting center.;DEFAULT;13;77
756;1976-07-12T09:28:08.999897;Wear lay attorney though without.;OPPOSED;83;56
757;1976-11-19T02:04:18.235279;Best manager also maintain send center.;DEFAULT;78;19
758;2012-09-15T20:35:23.032250;Reason let move break mission upon similar.;OPPOSED;22;48
759;2003-04-28T03:21:15.916499;Avoid magazine picture that enter friend.;NEUTRAL;47;71
760;1995-04-22T21:09:12.712858;Attorney so they main space adult structure.;NEUTRAL;81;9
761;1998-08-30T17:49:48.539823;Many skill care course.;SUPPORT;86;89
762;1987-03-17T16:15:08.892928;May couple kind discussion.;DEFAULT;78;94
763;2022-12-31T18:22:36.115935;Shoulder hour child moment individual national recognize.;NEUTRAL;63;1
764;1983-08-31T09:59:22.729770;Truth might risk seven agreement second without.;OPPOSED;98;88
765;2018-03-11T11:41:23.329635;Door material seven read.;SUPPORT;44;55
766;1971-05-06T13:54:59.166156;Herself two upon local.;OPPOSED;57;95
767;1995-04-15T13:25:01.247851;Build wonder painting reality ask son opportunity program.;NEUTRAL;42;27
768;1982-10-22T11:09:28.652900;Might discover my election design yes.;DEFAULT;86;34
769;1983-12-14T08:15:25.658515;Want security example personal field.;DEFAULT;92;51
770;1970-04-26T20:14:57.046839;Society page development myself herself front prepare.;OPPOSED;85;83
771;2023-03-30T16:11:16.331017;Day what successful kitchen security.;NEUTRAL;92;62
772;1999-03-23T21:26:16.803317;Plant sell ground himself raise instead whatever.;SUPPORT;36;30
773;1993-04-17T04:11:09.334136;Price eye author next couple expert.;DEFAULT;7;55
774;2022-06-28T05:33:25.506082;Tree stuff message of often national color ten.;NEUTRAL;45;11
775;1971-10-16T22:50:02.134813;Recognize home capital speech sense how.;OPPOSED;73;17
776;1982-03-26T03:50:00.355533;Different door now sister next.;NEUTRAL;10;29
777;1987-10-01T03:01:19.600913;Activity activity wind issue.;NEUTRAL;4;76
778;1988-10-22T19:33:42.560381;Require him evening sell sometimes return professor.;SUPPORT;47;87
779;1974-05-07T14:45:53.042465;Pm field sell bit lead full daughter.;OPPOSED;95;99
780;1994-06-19T14:58:17.391557;Expert store join beyond shake claim.;OPPOSED;86;31
781;1979-05-11T21:52:20.315478;Far memory nice middle animal young those score.;SUPPORT;91;88
782;1979-10-21T18:22:14.010782;Bill reach common.;DEFAULT;76;67
783;2017-02-18T03:18:29.208396;As professional life inside.;OPPOSED;77;7
784;2022-10-02T01:38:15.868168;Song share difficult catch resource artist.;NEUTRAL;67;47
785;2006-04-29T04:55:17.587301;Watch product movie room fill.;SUPPORT;48;29
786;1977-07-05T10:38:44.893893;Significant history music exactly job home center.;OPPOSED;86;96
787;1970-02-20T18:49:43.532432;Science conference become gas position.;OPPOSED;27;53
788;2013-09-06T03:46:27.152462;Or minute natural sit indeed.;OPPOSED;81;13
789;2009-08-28T08:46:22.149187;Study debate structure understand benefit many support.;NEUTRAL;73;32
790;1988-08-25T22:06:59.330885;Nation sell grow former choose participant special.;NEUTRAL;8;46
791;1977-07-24T12:40:47.750318;Simply sell every matter trade sound single.;NEUTRAL;28;43
792;1987-10-27T23:13:02.690259;Thank enough body church part.;DEFAULT;91;9
793;1999-10-04T22:59:07.442086;Whether Democrat represent decision speak.;DEFAULT;44;31
794;2006-04-20T15:34:26.880808;Necessary job image factor great couple out.;DEFAULT;33;86
795;2012-02-27T14:43:58.845837;Buy within series issue ask stand buy leave.;SUPPORT;63;77
796;1982-01-18T15:16:54.375348;Stage street meet natural.;NEUTRAL;2;49
797;1999-06-24T12:16:31.601094;Sister new huge investment right tell hope.;DEFAULT;58;28
798;2009-06-15T09:15:14.034087;Practice attack positive level base night.;DEFAULT;74;60
799;1997-01-19T07:40:28.600797;Identify nothing third rate particularly agreement section.;SUPPORT;3;68
800;2002-04-24T18:15:21.316611;North grow enjoy.;DEFAULT;59;62
801;1974-07-11T19:53:40.809046;Foreign offer other.;DEFAULT;66;52
802;1983-12-23T18:39:40.059221;Budget more should yard make.;DEFAULT;48;35
803;2003-04-18T22:43:04.285369;Those partner law class someone there candidate southern.;DEFAULT;100;29
804;1984-05-10T19:36:46.200771;Lay need notice successful.;SUPPORT;77;69
805;1999-08-26T19:25:07.667553;Shoulder author soldier federal accept cultural later.;SUPPORT;39;67
806;1980-04-17T14:02:50.956288;Term measure type meet opportunity very despite.;SUPPORT;76;15
807;2020-08-14T08:28:13.321637;Technology million watch station pick action hear.;NEUTRAL;13;23
808;2000-07-13T03:14:05.813211;House expert while.;SUPPORT;50;56
809;2013-09-02T20:20:53.154351;Open nor view theory.;OPPOSED;51;82
810;1992-03-11T01:24:28.936549;Food will source action inside development.;OPPOSED;25;8
811;1982-04-20T11:47:01.232970;Health least garden maintain officer democratic.;DEFAULT;33;59
812;1982-02-26T23:05:50.857339;Mission draw senior avoid why.;DEFAULT;36;5
813;1996-09-14T10:46:15.372898;See rich eight size.;DEFAULT;43;36
814;2019-11-26T12:30:54.426830;Though cell argue door.;NEUTRAL;2;31
815;2025-03-28T01:48:03.076781;Central particularly sea.;OPPOSED;73;99
816;1973-12-09T03:07:51.643601;Officer realize section public simply network.;NEUTRAL;65;71
817;2013-12-19T02:29:15.582122;Father chair strong box.;NEUTRAL;44;95
818;1976-03-02T04:55:56.414263;Continue scene professor performance night.;DEFAULT;9;23
819;2015-02-04T21:51:15.005399;Month reduce foreign pull.;SUPPORT;16;66
820;1998-10-04T03:03:43.821514;Gun ready live laugh voice investment cold.;NEUTRAL;48;82
821;2018-08-31T19:52:35.608237;Land challenge candidate.;SUPPORT;97;20
822;2003-09-22T08:52:16.386666;Level year drive natural middle paper.;SUPPORT;100;7
823;1975-07-07T19:45:21.992849;Example actually between current agreement see tax.;NEUTRAL;53;2
824;2019-08-06T07:31:16.663264;Move scientist anything street form hand.;DEFAULT;25;77
825;2006-05-21T09:54:43.931510;Middle discover idea activity race conference.;SUPPORT;70;14
826;2005-06-26T07:41:01.190474;Garden goal wait strong.;SUPPORT;77;94
827;2014-06-08T04:59:21.421899;Girl kind maintain eat hotel commercial.;SUPPORT;4;52
828;1990-03-15T00:13:04.300900;Mention democratic child several how decide student.;NEUTRAL;31;84
829;1988-03-09T03:02:10.569569;Factor still parent realize.;OPPOSED;28;70
830;2008-09-18T21:37:43.031399;Real break what view network case.;NEUTRAL;66;82
831;1989-09-19T07:47:27.543699;Explain economy total up company today cost interview.;SUPPORT;53;72
832;1975-07-31T07:32:46.964126;Threat today all.;SUPPORT;48;96
833;2023-12-22T05:37:05.180932;Around response seek employee ago building happen almost.;DEFAULT;90;27
834;1991-06-19T08:03:46.775838;Industry technology partner section.;DEFAULT;75;39
835;1978-12-02T16:03:19.177976;End not various Democrat leg magazine ahead all.;SUPPORT;36;44
836;1977-06-19T04:44:50.191492;Send something factor section entire allow eye medical.;NEUTRAL;29;92
837;1979-01-14T04:58:39.716497;Stop major challenge consider offer item.;OPPOSED;86;75
838;1990-02-17T06:40:17.345559;Present federal assume student return.;NEUTRAL;27;39
839;1972-05-04T09:48:46.217517;Despite meeting husband order various answer.;SUPPORT;74;23
840;2004-08-05T23:00:52.708522;Major finally theory explain wear.;DEFAULT;92;34
841;1998-03-02T17:42:53.106284;Front also expect.;DEFAULT;85;23
842;1989-03-24T21:40:06.587595;Each team toward prepare those another.;OPPOSED;45;94
843;2004-05-13T09:33:04.575136;Least nor represent offer.;DEFAULT;87;29
844;1984-08-16T22:26:52.445017;Mrs that stock eight.;SUPPORT;21;22
845;1982-03-27T02:03:54.997156;Event discuss investment really affect.;OPPOSED;54;43
846;1993-05-24T13:33:22.134895;Strong people space when range contain sister as.;NEUTRAL;17;43
847;1978-03-28T15:57:05.472323;Six address senior player eight of month.;DEFAULT;23;37
848;1983-06-27T07:22:43.771408;Also minute practice.;SUPPORT;1;56
849;2002-06-03T00:44:06.052807;Particular court medical could.;OPPOSED;11;73
850;1989-02-20T10:08:44.239011;Plan series difference because force always drug economic.;SUPPORT;4;23
851;2025-04-09T20:59:53.501222;Certain share without today fall community cost.;DEFAULT;71;85
852;1992-06-18T21:20:19.712898;Part individual here cut.;SUPPORT;65;74
853;2017-07-31T00:42:52.549578;Various live likely or or.;OPPOSED;86;54
854;2006-04-16T10:13:11.829018;There education company end determine firm rich.;DEFAULT;28;89
855;2014-02-12T11:28:48.918914;Such food enough fast way hope.;DEFAULT;32;96
856;1973-10-12T08:03:49.277061;Keep daughter without very medical power reduce.;OPPOSED;27;19
857;2009-03-08T19:30:14.202605;Always success final environment ask back himself.;DEFAULT;17;79
858;2008-12-18T14:47:02.308702;Economy then return same what rise authority including.;NEUTRAL;87;18
859;2007-08-18T19:26:56.834555;So audience officer affect few.;NEUTRAL;7;20
860;2009-11-21T23:51:43.941277;Responsibility avoid sort lot play meet.;DEFAULT;85;1
861;1976-12-04T01:23:52.362008;Least since project type see mention.;OPPOSED;10;69
862;1993-05-27T15:22:57.559893;Special man dark can strategy student dinner.;DEFAULT;95;88
863;1977-05-24T19:34:51.323713;Pattern out here break executive.;NEUTRAL;69;17
864;2020-06-14T04:25:14.836026;War once fund tonight official watch fight.;NEUTRAL;43;25
865;2023-01-16T08:18:55.330070;Floor space care impact test service.;NEUTRAL;97;37
866;2016-01-22T22:54:01.065103;Help half main discussion yes street I.;SUPPORT;4;41
867;1978-02-10T20:13:32.473696;Responsibility give strong task sometimes boy turn.;DEFAULT;41;57
868;2006-08-06T17:21:42.190080;Movie television PM four majority TV.;DEFAULT;90;65
869;2015-05-15T07:43:51.929446;Before turn provide one piece.;SUPPORT;48;14
870;2004-03-27T05:41:46.290799;Side hand just opportunity walk though window.;OPPOSED;20;68
871;2014-12-17T15:33:57.842844;Then enter wind government record.;SUPPORT;52;39
872;2002-04-15T03:59:46.144316;Appear detail past the.;SUPPORT;72;87
873;2004-06-19T10:40:31.238020;Peace themselves modern early everyone.;OPPOSED;8;25
874;1972-01-23T19:38:26.916701;Suggest month say present could everybody draw.;NEUTRAL;48;32
875;1987-01-29T16:04:32.772985;Appear across about baby spend.;SUPPORT;89;41
876;1990-01-28T21:40:49.714171;Blood ability much necessary yard card face imagine.;NEUTRAL;86;13
877;1977-03-05T01:02:13.447895;Buy gun price what someone tonight however.;OPPOSED;73;19
878;1982-07-24T10:27:13.912776;Around present front write art some.;OPPOSED;46;15
879;1991-07-21T11:08:23.479260;Report wrong tend find order us.;SUPPORT;1;35
880;1984-03-02T19:16:12.308376;Cost expect international after idea open ever.;NEUTRAL;53;22
881;1978-09-19T06:44:55.241369;Appear good decide TV sport personal.;DEFAULT;38;43
882;2007-10-20T03:18:33.891894;Movement argue property Mr plan woman understand.;DEFAULT;70;77
883;1970-12-23T17:08:45.696702;Inside individual without trip clear must.;NEUTRAL;10;65
884;2006-12-31T10:34:09.949066;See response pay weight item.;OPPOSED;45;82
885;2013-01-23T09:19:22.447179;Miss every moment stay.;NEUTRAL;53;57
886;1973-06-12T14:47:10.052131;Hundred law decide.;OPPOSED;78;50
887;2001-04-05T08:04:30.048209;Group project popular must major particularly.;OPPOSED;80;71
888;1990-07-01T19:01:34.250081;Health include health girl end friend.;DEFAULT;19;45
889;1994-01-23T05:34:29.312136;Edge chair decade marriage blood little usually mean.;NEUTRAL;71;74
890;2024-11-06T10:41:22.235832;Spring free actually food community television then.;SUPPORT;22;94
891;2014-10-27T07:48:16.760953;Job different not do agree tax effort decade.;DEFAULT;67;61
892;1970-07-05T05:45:46.629758;Food field myself size wear anything.;SUPPORT;94;92
893;2012-05-15T07:09:49.508589;Particular happy a decision.;SUPPORT;42;95
894;2001-07-08T21:02:31.486220;Free remain dream east cell factor.;SUPPORT;32;53
895;1994-10-11T11:54:24.441591;Career young road sea miss husband.;OPPOSED;58;42
896;2002-05-07T05:04:47.821020;Whether none else every sell.;OPPOSED;39;96
897;1998-10-05T04:52:15.499506;Remain him five drug imagine tree would.;NEUTRAL;15;68
898;2022-11-01T17:05:01.164321;Peace property cause win activity voice before.;OPPOSED;73;92
899;2016-03-21T17:16:34.365429;Window half represent.;OPPOSED;24;69
900;2012-12-16T08:16:49.921692;Book city huge.;SUPPORT;89;50
901;2015-08-19T11:14:12.990519;Bar series minute.;OPPOSED;98;23
902;2019-07-14T05:02:03.217222;Recent third garden which appear nothing collection.;NEUTRAL;64;90
903;2013-11-07T12:54:44.552913;Hard education method so section.;SUPPORT;78;2
904;2010-03-24T16:57:30.579010;One better could risk board drive agreement.;SUPPORT;83;95
905;1993-06-04T12:44:00.137068;Seat concern job decide see participant.;NEUTRAL;40;26
906;1988-11-25T22:43:55.200924;Could lose but some investment trouble.;OPPOSED;13;91
907;2017-07-27T20:40:03.784922;Indicate accept series.;SUPPORT;4;25
908;1990-03-20T01:46:38.695334;Along expect staff play woman add.;SUPPORT;57;36
909;1977-06-12T05:45:12.903260;Water from up arrive option line wish event.;SUPPORT;53;17
910;2019-06-02T10:28:27.787989;Stock star attention sell would notice wrong.;NEUTRAL;82;59
911;1997-08-28T22:06:45.697859;Citizen certain feeling rise.;OPPOSED;87;34
912;1980-11-10T12:44:26.432734;Pass growth him light represent conference fall.;NEUTRAL;37;16
913;2014-07-03T05:54:19.946174;Line bill through big.;OPPOSED;69;7
914;2008-05-06T02:05:56.520652;Game risk beautiful know.;OPPOSED;14;46
915;2010-08-07T11:57:48.370666;Prevent market thus region.;NEUTRAL;98;11
916;2013-03-06T01:55:09.997444;Act fly commercial successful father team under remember.;SUPPORT;76;25
917;2001-05-03T17:43:26.540564;Specific call name budget pick enough among give.;OPPOSED;30;33
918;2004-12-13T13:16:59.124096;Seat where watch three fish.;SUPPORT;99;16
919;1983-05-20T14:00:50.463661;Else high might theory hot to year side.;OPPOSED;60;11
920;2024-07-17T02:37:26.235713;Would sometimes million assume charge move western.;SUPPORT;17;16
921;1991-09-11T06:46:17.914258;Happen friend institution from number without professor.;SUPPORT;58;1
922;2003-04-20T00:42:57.868039;Once establish condition store institution board.;SUPPORT;85;88
923;2003-07-20T19:54:07.677436;Less stage mission according fall.;DEFAULT;8;96
924;1996-11-04T02:41:53.155657;Yeah player personal anyone between born.;DEFAULT;25;23
925;1972-10-21T18:51:30.013780;Increase cut decide west hard.;OPPOSED;88;94
926;1992-05-25T05:55:26.617879;Fish product within operation project capital hot.;SUPPORT;69;47
927;1975-10-13T18:16:39.400111;Pass happy entire understand particular PM.;SUPPORT;15;77
928;1978-12-30T20:04:42.575428;Bag than consider officer after laugh activity.;SUPPORT;69;28
929;2000-09-22T18:44:38.513928;Fund cell question one room money.;OPPOSED;98;21
930;1985-12-23T07:22:21.510157;Different growth religious perform business air.;NEUTRAL;15;41
931;1976-02-20T11:50:50.735437;Newspaper several table and protect.;OPPOSED;68;26
932;2012-12-13T04:56:18.483805;There remain they national blue.;DEFAULT;28;77
933;1994-04-05T04:24:40.295252;Suffer soldier whatever do.;OPPOSED;35;5
934;2021-11-19T12:38:46.613328;President third police maybe soon see.;DEFAULT;23;97
935;1988-06-28T04:58:41.450410;Respond behind air you its.;NEUTRAL;55;12
936;2007-11-24T18:25:21.369887;Scientist avoid food short accept voice.;DEFAULT;53;98
937;2000-09-13T19:23:28.613582;Price small partner to.;OPPOSED;83;78
938;1972-02-26T00:10:28.889775;Skin memory end both else should capital.;OPPOSED;19;81
939;1981-06-25T11:22:18.500107;Tell safe war not believe it.;DEFAULT;64;61
940;1991-10-04T00:18:06.562951;Positive hand behavior building.;SUPPORT;69;23
941;1979-01-10T15:39:27.680327;Information close one reflect.;SUPPORT;25;61
942;1992-04-12T08:05:03.808878;Who fire could beyond forget movie very.;OPPOSED;71;36
943;1990-02-09T10:23:24.824659;Describe reason message say story there.;NEUTRAL;100;9
944;1974-09-12T14:40:47.268661;Beat miss moment show culture page lot.;NEUTRAL;67;93
945;2006-08-29T21:50:10.124591;Wind him identify television.;DEFAULT;2;64
946;2000-05-04T16:06:42.611717;Why sit bill coach.;DEFAULT;75;96
947;2018-09-02T15:38:31.231721;Foot than turn debate parent.;SUPPORT;24;56
948;1980-11-05T14:51:18.874792;Analysis lay identify figure its.;NEUTRAL;72;20
949;2006-08-19T07:37:32.086440;Article amount blue education perform form.;DEFAULT;96;82
950;2019-05-21T04:43:41.588389;Ago tree rise stand involve thus office.;OPPOSED;18;82
951;1978-02-17T10:32:23.635122;Not also administration popular.;OPPOSED;73;53
952;1976-03-14T01:19:01.969754;Possible area crime decade expert her.;NEUTRAL;55;14
953;1972-03-19T15:35:47.506865;Two approach interest visit everything.;DEFAULT;51;6
954;1976-09-23T18:38:27.571728;Character second senior show ok apply.;OPPOSED;74;78
955;1981-01-16T20:54:03.317630;Benefit join hundred research.;DEFAULT;56;17
956;1987-09-05T16:50:37.201774;Win Mrs factor care end close without.;SUPPORT;71;55
957;1985-02-09T18:37:24.794269;Scientist news race bad research.;SUPPORT;31;64
958;1982-02-14T12:24:27.485918;Air indeed others but.;NEUTRAL;8;18
959;1993-02-10T15:37:18.461069;Production bag another big.;DEFAULT;78;80
960;2019-05-28T20:39:32.880836;Run big usually message plan bed owner.;DEFAULT;6;60
961;1982-12-28T14:46:20.621047;Newspaper during again draw.;OPPOSED;35;63
962;1978-07-21T17:54:45.549546;Politics expert store ten ok.;NEUTRAL;21;96
963;1996-06-17T13:19:52.496667;Fall treatment left learn suggest nor.;SUPPORT;62;47
964;2003-09-29T02:50:10.079320;Least seem once offer.;NEUTRAL;76;31
965;1992-01-19T10:16:01.066594;Democratic hit set say.;OPPOSED;83;33
966;2018-09-13T12:05:36.035202;Above course agent start institution.;SUPPORT;34;23
967;2002-09-25T16:24:08.768629;No fire gas.;OPPOSED;14;45
968;1982-10-12T08:43:00.761793;Approach water read set share few assume.;DEFAULT;29;76
969;1987-09-04T10:34:44.034010;Score enjoy country some church professor radio.;SUPPORT;64;28
970;1993-04-24T10:45:56.526661;Ok suggest one.;SUPPORT;87;40
971;1997-05-26T02:04:16.826631;World executive president can peace form.;OPPOSED;35;6
972;1984-09-10T10:54:33.858935;Interest contain change.;DEFAULT;97;57
973;2016-12-22T15:57:32.507696;Knowledge mother staff.;DEFAULT;8;6
974;2017-03-26T13:09:39.572162;War seek stock avoid decide.;OPPOSED;56;57
975;1997-03-13T22:11:22.316905;Build leader left pass claim performance behavior drop.;OPPOSED;44;85
976;1974-04-30T21:40:52.621950;Rock eat along quickly perhaps.;DEFAULT;11;86
977;1975-05-19T06:22:22.839094;Town different although attorney social.;DEFAULT;77;61
978;2018-08-13T13:37:40.996726;Force individual either song shoulder which receive.;SUPPORT;60;96
979;2025-04-05T19:41:54.717954;Rather less Republican few wall resource edge night.;SUPPORT;74;24
980;1980-05-20T21:14:17.331410;Republican suggest significant her.;DEFAULT;72;7
981;1971-11-21T04:00:13.095796;Notice account seek citizen fund two go.;DEFAULT;83;55
982;2022-01-21T21:07:29.198050;Also trip hundred course charge.;NEUTRAL;23;81
983;2014-12-29T09:05:26.722349;Attack Republican drive while.;OPPOSED;52;78
984;2016-10-20T13:25:59.220957;Their enjoy religious.;OPPOSED;16;27
985;1991-02-04T22:21:45.272398;Amount area on remember lead.;NEUTRAL;97;54
986;1987-05-06T18:54:33.487256;Black art present our fire decade.;SUPPORT;41;88
987;1982-07-26T22:01:09.447360;Across thus indeed bank.;DEFAULT;71;4
988;1984-02-21T00:17:43.453302;Size street true pick building law suggest.;SUPPORT;83;60
989;2016-03-02T05:01:35.426211;Century trial themselves who road.;OPPOSED;88;4
990;1995-01-15T14:52:04.863490;Join marriage get inside contain occur.;DEFAULT;31;45
991;1987-02-05T02:35:30.462367;Leader whom military skin woman.;SUPPORT;81;52
992;2014-12-04T01:19:41.209427;Sport push pressure work.;DEFAULT;7;58
993;1972-10-10T05:00:29.470473;Table participant glass either billion fast agent.;NEUTRAL;7;64
994;2004-01-09T12:22:41.094712;Tough space name subject.;OPPOSED;53;5
995;1974-06-01T06:06:25.954174;High small research look member.;OPPOSED;11;71
996;2015-04-08T05:57:03.663075;Well event clearly theory water understand.;OPPOSED;86;35
997;1993-03-06T05:05:17.296709;End focus gas especially soldier like specific.;OPPOSED;81;35
998;1974-07-14T08:52:21.667959;Media some skill expert.;SUPPORT;55;20
999;1991-01-10T20:01:47.890765;First down south.;SUPPORT;35;27
1000;1985-08-15T00:06:57.914641;Relate without computer share.;SUPPORT;54;83
